id	target
332855	0.06887325146961143
587122	0.07605410758299935
523949	0.2005944265486388
363029	0.09400420479099902
259664	0.19410564661236696
444464	0.19410564661236696
485709	0.12718413216752356
273727	0.06825559341332343
394190	0.06825559341332343
305028	0.18321070083027524
432029	0.11171321440812032
479776	0.07493443289513513
400199	0.09251630923582199
368801	0.10535702711018691
192636	0.08774739667732923
408608	0.0859114660112883
202980	0.22515617011751443
279984	0.11041895750345698
299483	0.07605410758299935
556433	0.1593390168447899
308929	0.15590652230770918
525736	0.17961325507001713
192291	0.161366228240848
489708	0.06981296138376158
393453	0.06825559341332343
266652	0.09161623284849874
544006	0.17903053770334476
527722	0.09272630018554584
431034	0.11700742034170941
347472	0.06979830335200454
209045	0.07117372629668384
480592	0.08486602572029822
264787	0.0888241467346721
497152	0.0888241467346721
188890	0.17331308396905676
578132	0.0888241467346721
360732	0.06887325146961143
340922	0.19410564661236696
557792	0.09400420479099902
522147	0.0719739831929207
271240	0.19410564661236696
148483	0.19198637040501532
574501	0.07276039369564058
406149	0.12727636605981552
357879	0.06825559341332343
419601	0.07867024841275594
272581	0.07493443289513513
166209	0.07129133153558875
483027	0.3825851832576612
388969	0.06887325146961143
337694	0.09170750250669213
189354	0.08997748207885647
239410	0.18458476885886022
171867	0.09157445388149332
151712	0.09251630923582199
349664	0.07170611293651741
224743	0.0888241467346721
456798	0.11058280906848628
307579	0.11094400192296505
437494	0.16795653626684182
378033	0.1029599202388154
423586	0.0888241467346721
512916	0.18321070083027524
368841	0.17009302793816783
384508	0.07559917691579443
526087	0.0888241467346721
213431	0.07493443289513513
210942	0.06979830335200454
178170	0.1285600190009587
378396	0.07765672595739659
324926	0.1073172924378627
581783	0.16068764956693482
420160	0.074123355506299
517056	0.1376838234742629
515465	0.08826015244006191
230390	0.08480814390052116
554377	0.08375098404343007
302976	0.16552153629630406
306301	0.09161623284849874
509864	0.13456805140295314
555816	0.09222958279069504
204608	0.09653154556657917
414442	0.0803115743503996
456810	0.07669679256941131
432808	0.19410564661236696
500937	0.06887325146961143
185392	0.09416466588186512
399983	0.18321070083027524
534338	0.06844786285319493
227341	0.07632293117628186
468022	0.18458476885886022
563416	0.13655496582247362
159149	0.13513319432260373
313408	0.12389844619459867
260490	0.16516485424842564
233738	0.07696680851548399
341514	0.07293741940888321
442444	0.06825559341332343
226774	0.07208614106444855
517651	0.06887325146961143
577528	0.17961325507001713
177653	0.0803115743503996
368680	0.09442420474619062
148449	0.14556653751643478
519045	0.11058280906848628
436023	0.18458476885886022
353727	0.06849889568621426
250284	0.0859114660112883
536792	0.06887325146961143
452768	0.10470745336733012
459026	0.08008419393239574
157168	0.07537726453489879
540696	0.17903053770334476
504054	0.13830272124159004
527256	0.1756924057073438
482061	0.07356181665867756
246034	0.06825559341332343
324485	0.06887325146961143
544600	0.16343232791021045
579526	0.17331308396905676
413676	0.0888241467346721
470326	0.19410564661236696
450065	0.08093113522042128
189190	0.10249618025944629
235486	0.06887325146961143
315127	0.13456805140295314
367381	0.07708368246335406
440658	0.07945054217814307
162156	0.09400420479099902
390663	0.15590652230770918
548024	0.2031993422142414
451753	0.17903053770334476
309453	0.0888241467346721
567072	0.07493443289513513
185400	0.10741311559679889
269680	0.13499636825232453
149199	0.07630447085934733
211321	0.11463131322959141
319595	0.06825559341332343
195719	0.07669679256941131
528379	0.06825559341332343
253601	0.07537726453489879
335429	0.2589632960312085
195263	0.1756924057073438
581431	0.07669679256941131
284436	0.07420159709388885
286681	0.06825559341332343
522241	0.07208614106444855
327800	0.09400420479099902
332924	0.07017175789958074
363383	0.24388688574494066
491092	0.06887325146961143
492910	0.06887325146961143
443301	0.07208614106444855
302962	0.07493443289513513
474338	0.06911859210624549
409147	0.19410564661236696
363366	0.07605410758299935
482659	0.08000266672462908
241622	0.1330133304602984
278557	0.18321070083027524
421977	0.1593390168447899
346902	0.09679962778591567
436228	0.07945054217814307
370878	0.14313489502750176
157343	0.0855463526661483
424539	0.07564389160074625
548040	0.07957335186065218
477254	0.18449796795354956
392698	0.2031993422142414
543414	0.07669679256941131
335084	0.06825559341332343
400320	0.1285600190009587
501172	0.07356181665867756
236719	0.16552153629630406
296967	0.18846248242389685
399242	0.10488263937678066
205000	0.07747673373440678
384616	0.14718484297310241
517269	0.18458476885886022
499254	0.07420159709388885
586648	0.08188913866812497
213765	0.14473704651080344
179383	0.07017175789958074
507435	0.09161623284849874
296835	0.07017175789958074
260861	0.06825559341332343
481605	0.08837781021314806
288689	0.08285377475724076
519162	0.08184968461943654
298709	0.06849889568621426
562145	0.07243654597565719
343289	0.0843111381670959
468104	0.19410564661236696
249759	0.06887325146961143
547584	0.1001858923781902
514345	0.15590652230770918
190499	0.07017175789958074
525670	0.07017175789958074
164407	0.06911859210624549
447580	0.15590652230770918
546755	0.06887325146961143
415562	0.14933320413105933
403877	0.1832023683339954
524408	0.07559917691579443
340327	0.12389844619459867
193981	0.06844786285319493
462351	0.1285600190009587
518340	0.07300960473496276
386161	0.06887325146961143
486033	0.10488263937678066
507364	0.15854638256026055
231131	0.19410564661236696
172447	0.09161623284849874
248570	0.19410564661236696
550259	0.07669679256941131
357312	0.17903053770334476
217893	0.06887325146961143
208984	0.06825559341332343
339289	0.19410564661236696
410086	0.0888241467346721
331879	0.09333829711647135
390304	0.06887325146961143
534240	0.07017175789958074
381604	0.1756924057073438
429845	0.09888254056713786
494247	0.12833308426740453
313774	0.10684205848307227
426207	0.08774739667732923
475636	0.08491455899022093
526511	0.06887325146961143
534923	0.15325672673362478
494335	0.1029599202388154
420941	0.16343232791021045
150319	0.13644277469955768
399125	0.09314944486674537
235875	0.07860491546837556
407405	0.07669679256941131
511777	0.07945054217814307
238100	0.06960289092041494
568399	0.12560638565950533
554344	0.16552153629630406
565295	0.06825559341332343
430343	0.08826015244006191
424250	0.09170750250669213
381785	0.09666126756899962
484193	0.22343994091795916
178920	0.07605410758299935
285603	0.07356181665867756
519296	0.08177529966646613
455084	0.07297476927286217
403025	0.19410564661236696
200423	0.18458476885886022
437843	0.12198505525101744
521148	0.07017175789958074
501218	0.0888241467346721
165759	0.06825559341332343
248061	0.2274200140924283
436826	0.19410564661236696
460991	0.12287958059690551
529752	0.11041895750345698
585269	0.19410564661236696
371900	0.15590652230770918
251718	0.07537726453489879
235188	0.18458476885886022
529056	0.0988297178670241
527540	0.09416466588186512
251238	0.06825559341332343
403064	0.09343321676410543
226231	0.06825559341332343
482168	0.19543813905884178
546780	0.08566910654007542
278643	0.0888241467346721
170232	0.06887325146961143
375810	0.07747673373440678
549340	0.10249618025944629
255216	0.09161623284849874
252809	0.08353761848690178
179246	0.15700738691084148
148868	0.09157445388149332
230391	0.19410564661236696
294483	0.09653154556657917
267445	0.09668009881231387
192831	0.18321070083027524
219941	0.09331803402692718
517310	0.17062120774294076
431065	0.07243654597565719
170225	0.12395443700834263
386753	0.17389767402369594
174530	0.0888241467346721
452507	0.15590652230770918
223055	0.08566910654007542
215367	0.06981296138376158
314317	0.1294615574632707
160218	0.07537726453489879
413093	0.23054210150221321
311751	0.12573570534030332
336269	0.13456805140295314
296489	0.0888241467346721
375821	0.08774739667732923
325571	0.09173093257805587
416121	0.11058280906848628
487936	0.0888241467346721
559222	0.07669679256941131
407306	0.07356181665867756
445239	0.18321070083027524
373321	0.07493443289513513
280305	0.0875885532913685
494234	0.07818748576882517
189750	0.08118888757104925
514426	0.15267157440250279
407233	0.08666446462442434
174998	0.0719739831929207
384383	0.08774739667732923
412329	0.09003480004794884
489287	0.18449796795354956
332331	0.07440777135459153
149574	0.10504254999509999
164695	0.07017175789958074
163351	0.18579194406176458
359926	0.07017175789958074
320606	0.07537726453489879
467427	0.06981296138376158
469287	0.20976165547847891
158834	0.09668009881231387
480193	0.18321070083027524
456068	0.07332634575427
376879	0.1652505401647315
361253	0.09679962778591567
