id	target
519130	0.17401430755779135
234045	0.05044479913816702
401256	0.04675972127334482
551070	0.06412400283441888
367285	0.05012179263899408
497998	0.04980183358732948
413082	0.09826151101411551
349893	0.049872318800841864
346337	0.13800344865519498
289979	0.04879098018686989
510818	0.1774711476452263
235935	0.08371084224434533
532135	0.24896083373726408
564760	0.05405249493615094
277391	0.14240831920696695
336830	0.35779679612356996
356053	0.04672938292276185
293302	0.08213315353638717
322368	0.04928306710303443
406041	0.04672938292276185
569179	0.05713474373137284
191405	0.05536715881150078
489011	0.04906123933359585
265952	0.1915450574919848
193718	0.07066298921978975
241961	0.09881159633811154
522250	0.13423006637267543
486617	0.2243750364735655
563039	0.07877096423691488
362649	0.04672938292276185
339305	0.38023683389306495
263778	0.14339985797749333
224013	0.06211442145498869
454138	0.11172790457563375
459664	0.37782712160439114
380168	0.04993896611545101
442263	0.06080855589033829
564916	0.2282878856779077
552664	0.14352262733903798
375516	0.07688238472761144
259397	0.050140895107524286
467064	0.12208893912483476
202064	0.13413508573820487
431603	0.04639371275289872
540647	0.4016600774582122
435816	0.05742846342340957
501826	0.04672938292276185
282874	0.05965176586852705
491298	0.06575362863340006
343207	0.22166627770422453
247970	0.11055133097200243
378911	0.06252561262235945
183596	0.11809674106788559
203517	0.17748648195457128
391872	0.06278154225041588
442383	0.04744771625690036
271895	0.13203459801889017
343358	0.050969339535207214
378462	0.15320663392573275
378961	0.05405249493615094
382273	0.15359286865208943
196833	0.18765953986504735
342913	0.2772139076092546
192035	0.0655279553567859
404547	0.06827154045394002
562742	0.06913324147737177
240736	0.05227211764688511
436997	0.05022304605963601
575372	0.05534655774361186
266796	0.04841701303528312
357881	0.048102014863461995
566114	0.05599921726531232
245887	0.08281345398559115
390833	0.04672938292276185
200478	0.0791800752949825
430776	0.11204966240466485
313582	0.09527187816293115
551951	0.04672938292276185
160715	0.05015267447835847
216636	0.08368213886782006
277860	0.051498698405259
213799	0.39239720119865407
194198	0.05743946381632781
458754	0.11626887011330944
252774	0.4491081667595025
432242	0.05632337751268557
453661	0.07601195480751177
404340	0.20355093995924434
450511	0.04930686649850724
342654	0.04855142241725574
491618	0.10595596834439014
507637	0.11204966240466485
148492	0.08531468872668746
257402	0.04842317332027446
478083	0.10685571240085967
196865	0.2275086789183981
561449	0.04672938292276185
503440	0.04672938292276185
388931	0.04672938292276185
277533	0.052254157362179865
565485	0.04879098018686989
487646	0.046409918179083354
353982	0.05303553550874818
563991	0.18712393416449502
559959	0.08169399624748386
369250	0.1069858299258406
152339	0.14315685287099522
543473	0.04855142241725574
554140	0.17421944344594964
507895	0.049943777668252975
437055	0.20267751401739464
490329	0.13435887174800065
157791	0.049296316091873016
541068	0.22901914770141618
494336	0.04672938292276185
301032	0.10539872059107702
220668	0.07249579876957579
273520	0.16845989334689704
337028	0.07705527729144968
382313	0.06217829830993671
459676	0.22894271368635555
362850	0.057781844746462196
242251	0.056501844546118174
589665	0.07700071856770296
501748	0.10176014094278807
543682	0.05086439412006816
569618	0.09628564945818907
227436	0.12023104875207291
395035	0.09722520747625008
381676	0.1721179030128065
389346	0.05364181728862538
310208	0.05075117882244706
284283	0.14441527011762822
474817	0.2386715158373478
341704	0.0771523747270434
175291	0.04672938292276185
213503	0.09558468461898306
443460	0.39024697281322807
475423	0.05167830319306732
432541	0.04672938292276185
265378	0.04777351693775789
359758	0.056501844546118174
166339	0.07728169399475249
559607	0.2276595380486488
439064	0.13079276767883552
564243	0.14526940216889372
283124	0.14906235627296316
324991	0.06034989837225313
277839	0.13408254908138584
562618	0.22414931171250774
288035	0.04672938292276185
167025	0.04983172022336779
468854	0.04672938292276185
198237	0.04672938292276185
559817	0.04796405579738072
490131	0.06132369828542761
299534	0.04719976052617891
270124	0.24134419568885623
547457	0.04855142241725574
550631	0.11446606826125194
348412	0.057624174383582694
183842	0.12900004443674162
309129	0.051405737798479456
499649	0.048102014863461995
312250	0.09532256868402333
385084	0.17890248382539797
452950	0.06887601102609897
239203	0.27990500812328034
229436	0.05001455696652857
426046	0.061072157323754706
499285	0.05402040902398331
513259	0.04719976052617891
405095	0.09941188243779009
263847	0.42160277089863096
455177	0.056636584648360966
404983	0.12047450443932572
414195	0.0810823043567005
274077	0.14697143990146477
527710	0.047035836511447715
559487	0.05405249493615094
521929	0.05158868069040368
558381	0.09413157906056757
487404	0.21539405665958
419384	0.283628236924677
569001	0.2667906682422303
254337	0.06595414862996207
564152	0.06874892996106863
336536	0.10077530484900254
402303	0.05158868069040368
512293	0.14697143990146477
213842	0.07072249224583926
296873	0.08568551909677968
588719	0.1112758564722921
179128	0.05285375262743597
314847	0.04965788609297683
494129	0.05035464102271392
434704	0.07810080999102698
472292	0.14537037142128073
335455	0.13477718182130483
171457	0.060275300207583093
484261	0.11375072588768553
240222	0.0586317986399747
577414	0.04894718611103599
259778	0.2462510999359696
508086	0.049872318800841864
361955	0.21605020343979975
572299	0.060777370103615946
364512	0.060777370103615946
553480	0.18693514193410865
213864	0.16836272737629498
262162	0.10660665248209578
153013	0.0662385800980334
535460	0.35546407765396804
579005	0.09714664001139472
461330	0.15168077671295055
529662	0.05303553550874818
356202	0.11365726982920454
452470	0.051405737798479456
270126	0.12927106668567112
245794	0.04672938292276185
160257	0.06679586735689347
458364	0.21211555384467773
203342	0.21392776367205635
559455	0.1804700198062531
287452	0.04672938292276185
454939	0.04855142241725574
377827	0.04906123933359585
253432	0.04672938292276185
453969	0.04960182378169653
312906	0.04672938292276185
427066	0.04855142241725574
465614	0.05987426912065996
516533	0.05434911355503558
338592	0.05035464102271392
563264	0.09269133057045398
560537	0.05332640211033557
441042	0.049872318800841864
416306	0.06563598228339251
198025	0.15044311082492978
394528	0.05012179263899408
351779	0.05292731912861148
190561	0.1319183521994547
491076	0.07757903910016961
444631	0.04879098018686989
168345	0.05238959231605533
201515	0.11669041081516496
452912	0.11364274434453292
258486	0.16419510716039787
590262	0.04672938292276185
241240	0.048587470675232614
307473	0.05910094385725684
378554	0.048303710915536535
175766	0.0506088766391376
150991	0.05158070792558289
275797	0.12338503507978171
241427	0.06575362863340006
369568	0.21340107653097562
242005	0.14188715230926074
298850	0.04671307141028824
286652	0.05078535440715548
439096	0.1577239487606784
477314	0.09462075189281427
420217	0.09402052907950065
563839	0.2512428923871938
374775	0.16701433083398354
243493	0.12204226042394895
239385	0.05129668430253287
280361	0.10833129965896149
474790	0.15776140452045684
542649	0.097867832545948
447062	0.24569053502304372
573568	0.23530276096471936
291335	0.04672938292276185
458231	0.07455609647886863
234576	0.17227792101135497
198172	0.11747133553025269
514469	0.04672938292276185
475131	0.17772480961246806
358937	0.14349695662565187
499412	0.26254621293458347
360568	0.10661822132144227
264343	0.18298700812998336
370572	0.051511031513282846
509201	0.12096424466504474
176808	0.10850954636239962
391772	0.14592870587198103
165789	0.05983294727829369
312049	0.12795389625195008
383949	0.0986412207788121
558741	0.06594071497422016
381167	0.11782231829051637
384255	0.050308334310134706
281146	0.04849992768994382
324261	0.09917395094986059
329728	0.21729039702138098
526646	0.2925598369119945
382431	0.07572932948222655
160338	0.050969339535207214
529142	0.1816537926378764
361800	0.09610266741482376
367242	0.09286927390021893
204045	0.05133230019776136
201061	0.047035836511447715
230981	0.1228893851659476
456142	0.05133230019776136
430913	0.17920620240287066
344599	0.18614188720245828
268132	0.05035464102271392
569234	0.1712497566069754
365546	0.16419510716039787
311155	0.11831417834327251
559124	0.12590006642428386
372210	0.06344283793923045
394363	0.04937107676761543
391553	0.049943777668252975
237103	0.05126446118230932
192948	0.15474882105451693
174681	0.052714019182259264
499791	0.06449144197128864
341171	0.05064927773815464
235996	0.06450988778078492
482359	0.05868146890901682
455283	0.06277437716891776
332856	0.04777351693775789
222006	0.27904216041950947
398330	0.05456656797559034
265267	0.04842317332027446
577366	0.07109787625520103
375854	0.05233365369304943
221307	0.05005352627573245
235805	0.04937107676761543
148573	0.04855142241725574
